colour	x	y	group	clickSelects	PANEL
#00C094	0.465694682675815	0.722036719378213	202	United Arab Emirates	1
#00C094	0.482847341337907	0.727536565597618	202	United Arab Emirates	1
#00C094	0.5	0.732825873204147	202	United Arab Emirates	1
#00C094	0.517152658662093	0.73787271937563	202	United Arab Emirates	1
#00C094	0.534305317324185	0.742693065523151	202	United Arab Emirates	1
#00C094	0.551457975986278	0.747279310974766	202	United Arab Emirates	1
#00C094	0.56861063464837	0.751677819829341	202	United Arab Emirates	1
#00C094	0.585763293310463	0.755912534203499	202	United Arab Emirates	1
#00C094	0.602915951972555	0.760014616852218	202	United Arab Emirates	1
#00C094	0.620068610634648	0.76401523053047	202	United Arab Emirates	1
#00C094	0.637221269296741	0.767937937321287	202	United Arab Emirates	1
#00C094	0.654373927958833	0.771798318602155	202	United Arab Emirates	1
#00C094	0.671526586620926	0.775619556422505	202	United Arab Emirates	1
#00C094	0.688679245283018	0.779370488027365	202	United Arab Emirates	1
#00C094	0.705831903945111	0.783051113416733	202	United Arab Emirates	1
#00C094	0.722984562607203	0.786661052557013	202	United Arab Emirates	1
#00C094	0.740137221269296	0.790200685481801	202	United Arab Emirates	1
#00C094	0.757289879931389	0.793646830141666	202	United Arab Emirates	1
#00C094	0.774442538593481	0.796999106503009	202	United Arab Emirates	1
#00C094	0.791595197255574	0.800250293927485	202	United Arab Emirates	1
#00C094	0.808747855917666	0.803414833691788	202	United Arab Emirates	1
#00C094	0.825900514579759	0.806476384351236	202	United Arab Emirates	1
#00C094	0.843053173241851	0.809457747921663	202	United Arab Emirates	1
#00C094	0.860205831903944	0.812365765007823	202	United Arab Emirates	1
#00C094	0.877358490566037	0.8152156369536	202	United Arab Emirates	1
#00C094	0.894511149228129	0.817992542448709	202	United Arab Emirates	1
#00C094	0.911663807890222	0.820704462198686	202	United Arab Emirates	1
#00C094	0.928816466552314	0.823336574893241	202	United Arab Emirates	1
#00C094	0.945969125214407	NA	202	United Arab Emirates	1
#A58AFF	0.0540308747855932	0.112663107094645	1	Afghanistan	1
#A58AFF	0.0711835334476857	0.118010559841553	1	Afghanistan	1
#A58AFF	0.0883361921097783	0.123568931234934	1	Afghanistan	1
#A58AFF	0.105488850771871	0.129369003996166	1	Afghanistan	1
#A58AFF	0.122641509433963	0.135395576781361	1	Afghanistan	1
#A58AFF	0.139794168096056	0.141609886163596	1	Afghanistan	1
#A58AFF	0.156946826758149	0.147949226599327	1	Afghanistan	1
#A58AFF	0.174099485420241	0.15437521469523	1	Afghanistan	1
#A58AFF	0.191252144082334	0.160824764874163	1	Afghanistan	1
#A58AFF	0.208404802744426	0.167282295758639	1	Afghanistan	1
#A58AFF	0.225557461406519	0.17380253218666	1	Afghanistan	1
#A58AFF	0.242710120068611	0.180431458223495	1	Afghanistan	1
#A58AFF	0.259862778730704	0.187216578068801	1	Afghanistan	1
#A58AFF	0.277015437392797	0.194141550277893	1	Afghanistan	1
#A58AFF	0.294168096054889	0.201144049340826	1	Afghanistan	1
#A58AFF	0.311320754716982	0.208099424237699	1	Afghanistan	1
#A58AFF	0.328473413379074	0.214859461865585	1	Afghanistan	1
#A58AFF	0.345626072041167	0.221330673959561	1	Afghanistan	1
#A58AFF	0.362778730703259	0.22741197158276	1	Afghanistan	1
#A58AFF	0.379931389365352	0.233103354735179	1	Afghanistan	1
#A58AFF	0.397084048027445	0.23843636620539	1	Afghanistan	1
#A58AFF	0.414236706689537	0.243466490898594	1	Afghanistan	1
#A58AFF	0.43138936535163	0.24834156188412	1	Afghanistan	1
#A58AFF	0.448542024013722	0.253162668098835	1	Afghanistan	1
#A58AFF	0.465694682675815	0.257984154347149	1	Afghanistan	1
#A58AFF	0.482847341337907	0.262844023988785	1	Afghanistan	1
#A58AFF	0.5	0.267741136922951	1	Afghanistan	1
#A58AFF	0.517152658662093	0.272635589621936	1	Afghanistan	1
#A58AFF	0.534305317324185	0.277495839297169	1	Afghanistan	1
#A58AFF	0.551457975986278	0.282330246687788	1	Afghanistan	1
#A58AFF	0.56861063464837	0.287131971189044	1	Afghanistan	1
#A58AFF	0.585763293310463	0.291909753573674	1	Afghanistan	1
#A58AFF	0.602915951972555	0.296642311960231	1	Afghanistan	1
#A58AFF	0.620068610634648	0.301353588465342	1	Afghanistan	1
#A58AFF	0.637221269296741	0.306036742484256	1	Afghanistan	1
#A58AFF	0.654373927958833	0.310683793311431	1	Afghanistan	1
#A58AFF	0.671526586620926	0.315294360913271	1	Afghanistan	1
#A58AFF	0.688679245283018	0.319859704517038	1	Afghanistan	1
#A58AFF	0.705831903945111	0.324402246104969	1	Afghanistan	1
#A58AFF	0.722984562607203	0.328897663526842	1	Afghanistan	1
#A58AFF	0.740137221269296	0.333307193355736	1	Afghanistan	1
#A58AFF	0.757289879931389	0.337582951358397	1	Afghanistan	1
#A58AFF	0.774442538593481	0.341725697602022	1	Afghanistan	1
#A58AFF	0.791595197255574	0.345765834774388	1	Afghanistan	1
#A58AFF	0.808747855917666	0.349797611207616	1	Afghanistan	1
#A58AFF	0.825900514579759	0.353930096544114	1	Afghanistan	1
#A58AFF	0.843053173241851	0.358334685936245	1	Afghanistan	1
#A58AFF	0.860205831903944	0.36310600774972	1	Afghanistan	1
#A58AFF	0.877358490566037	0.368298406788951	1	Afghanistan	1
#A58AFF	0.894511149228129	0.373912263087531	1	Afghanistan	1
#A58AFF	0.911663807890222	0.379885251135511	1	Afghanistan	1
#A58AFF	0.928816466552314	0.386092719912997	1	Afghanistan	1
#A58AFF	0.945969125214407	NA	1	Afghanistan	1
#53B400	0.0540308747855932	0.59913803439707	7	Antigua and Barbuda	1
#53B400	0.0711835334476857	NA	7	Antigua and Barbuda	1
#53B400	0.0883361921097783	NA	7	Antigua and Barbuda	1
#53B400	0.105488850771871	NA	7	Antigua and Barbuda	1
#53B400	0.122641509433963	NA	7	Antigua and Barbuda	1
#53B400	0.139794168096056	NA	7	Antigua and Barbuda	1
#53B400	0.156946826758149	NA	7	Antigua and Barbuda	1
#53B400	0.174099485420241	NA	7	Antigua and Barbuda	1
#53B400	0.191252144082334	NA	7	Antigua and Barbuda	1
#53B400	0.208404802744426	NA	7	Antigua and Barbuda	1
#53B400	0.225557461406519	0.669254233089731	7	Antigua and Barbuda	1
#53B400	0.242710120068611	NA	7	Antigua and Barbuda	1
#53B400	0.259862778730704	NA	7	Antigua and Barbuda	1
#53B400	0.277015437392797	NA	7	Antigua and Barbuda	1
#53B400	0.294168096054889	NA	7	Antigua and Barbuda	1
#53B400	0.311320754716982	NA	7	Antigua and Barbuda	1
#53B400	0.328473413379074	NA	7	Antigua and Barbuda	1
#53B400	0.345626072041167	NA	7	Antigua and Barbuda	1
#53B400	0.362778730703259	NA	7	Antigua and Barbuda	1
#53B400	0.379931389365352	NA	7	Antigua and Barbuda	1
#53B400	0.397084048027445	NA	7	Antigua and Barbuda	1
#53B400	0.414236706689537	NA	7	Antigua and Barbuda	1
#53B400	0.43138936535163	0.753306263793557	7	Antigua and Barbuda	1
#53B400	0.448542024013722	NA	7	Antigua and Barbuda	1
#53B400	0.465694682675815	NA	7	Antigua and Barbuda	1
#53B400	0.482847341337907	NA	7	Antigua and Barbuda	1
#53B400	0.5	NA	7	Antigua and Barbuda	1
#53B400	0.517152658662093	0.765151911019845	7	Antigua and Barbuda	1
#53B400	0.534305317324185	NA	7	Antigua and Barbuda	1
#53B400	0.551457975986278	NA	7	Antigua and Barbuda	1
#53B400	0.56861063464837	NA	7	Antigua and Barbuda	1
#53B400	0.585763293310463	NA	7	Antigua and Barbuda	1
#53B400	0.602915951972555	0.784442416416265	7	Antigua and Barbuda	1
#53B400	0.620068610634648	NA	7	Antigua and Barbuda	1
#53B400	0.637221269296741	NA	7	Antigua and Barbuda	1
#53B400	0.654373927958833	NA	7	Antigua and Barbuda	1
#53B400	0.671526586620926	NA	7	Antigua and Barbuda	1
#53B400	0.688679245283018	0.792005085001545	7	Antigua and Barbuda	1
#53B400	0.705831903945111	NA	7	Antigua and Barbuda	1
#53B400	0.722984562607203	NA	7	Antigua and Barbuda	1
#53B400	0.740137221269296	NA	7	Antigua and Barbuda	1
#53B400	0.757289879931389	NA	7	Antigua and Barbuda	1
#53B400	0.774442538593481	0.800555840939674	7	Antigua and Barbuda	1
#53B400	0.791595197255574	NA	7	Antigua and Barbuda	1
#53B400	0.808747855917666	NA	7	Antigua and Barbuda	1
#53B400	0.825900514579759	NA	7	Antigua and Barbuda	1
#53B400	0.843053173241851	NA	7	Antigua and Barbuda	1
#53B400	0.860205831903944	NA	7	Antigua and Barbuda	1
#53B400	0.877358490566037	NA	7	Antigua and Barbuda	1
#53B400	0.894511149228129	NA	7	Antigua and Barbuda	1
#53B400	0.911663807890222	NA	7	Antigua and Barbuda	1
#53B400	0.928816466552314	NA	7	Antigua and Barbuda	1
#53B400	0.945969125214407	NA	7	Antigua and Barbuda	1
#C49A00	0.0540308747855932	0.597590917622663	2	Albania	1
#C49A00	0.0711835334476857	0.613469861416569	2	Albania	1
#C49A00	0.0883361921097783	0.627319805834754	2	Albania	1
#C49A00	0.105488850771871	0.638612504177044	2	Albania	1
#C49A00	0.122641509433963	0.647191382601371	2	Albania	1
#C49A00	0.139794168096056	0.653295482240404	2	Albania	1
#C49A00	0.156946826758149	0.657512335035491	2	Albania	1
#C49A00	0.174099485420241	0.660811406693221	2	Albania	1
#C49A00	0.191252144082334	0.66399988857415	2	Albania	1
#C49A00	0.208404802744426	0.667459334409919	2	Albania	1
#C49A00	0.225557461406519	0.671369880125623	2	Albania	1
#C49A00	0.242710120068611	0.675671480412898	2	Albania	1
#C49A00	0.259862778730704	0.680017924664649	2	Albania	1
#C49A00	0.277015437392797	0.684210075275916	2	Albania	1
#C49A00	0.294168096054889	0.688241851709142	2	Albania	1
#C49A00	0.311320754716982	0.692192680986156	2	Albania	1
#C49A00	0.328473413379074	0.696117287944959	2	Albania	1
#C49A00	0.345626072041167	0.700116001455224	2	Albania	1
#C49A00	0.362778730703259	0.704249626892516	2	Albania	1
#C49A00	0.379931389365352	0.708572509061236	2	Albania	1
#C49A00	0.397084048027445	0.713199798141355	2	Albania	1
#C49A00	0.414236706689537	0.718285787773353	2	Albania	1
#C49A00	0.43138936535163	0.723751430969006	2	Albania	1
#C49A00	0.448542024013722	0.729425712609549	2	Albania	1
#C49A00	0.465694682675815	0.73505172998324	2	Albania	1
#C49A00	0.482847341337907	0.740054872291041	2	Albania	1
#C49A00	0.5	0.743790982585608	2	Albania	1
#C49A00	0.517152658662093	0.745934372074098	2	Albania	1
#C49A00	0.534305317324185	0.746470979513415	2	Albania	1
#C49A00	0.551457975986278	0.745611723550032	2	Albania	1
#C49A00	0.56861063464837	0.743916773706297	2	Albania	1
#C49A00	0.585763293310463	0.742141256739944	2	Albania	1
#C49A00	0.602915951972555	0.741108705456215	2	Albania	1
#C49A00	0.620068610634648	0.741448075458559	2	Albania	1
#C49A00	0.637221269296741	0.743485055539821	2	Albania	1
#C49A00	0.654373927958833	0.747420303439346	2	Albania	1
#C49A00	0.671526586620926	0.753197574184744	2	Albania	1
#C49A00	0.688679245283018	0.760287100941446	2	Albania	1
#C49A00	0.705831903945111	0.76810477207048	2	Albania	1
#C49A00	0.722984562607203	0.776269793907401	2	Albania	1
#C49A00	0.740137221269296	0.784323845933924	2	Albania	1
#C49A00	0.757289879931389	0.791879673914453	2	Albania	1
#C49A00	0.774442538593481	0.798697476649121	2	Albania	1
#C49A00	0.791595197255574	0.804630941202988	2	Albania	1
#C49A00	0.808747855917666	0.809571758000838	2	Albania	1
#C49A00	0.825900514579759	0.813511946337128	2	Albania	1
#C49A00	0.843053173241851	0.816591358575647	2	Albania	1
#C49A00	0.860205831903944	0.819143284181183	2	Albania	1
#C49A00	0.877358490566037	0.821439067142171	2	Albania	1
#C49A00	0.894511149228129	0.823625780460748	2	Albania	1
#C49A00	0.911663807890222	0.82580489310738	2	Albania	1
#C49A00	0.928816466552314	0.828006807769848	2	Albania	1
#C49A00	0.945969125214407	NA	2	Albania	1
#C49A00	0.0540308747855932	0.65367741600564	9	Armenia	1
#C49A00	0.0711835334476857	0.660245156633318	9	Armenia	1
#C49A00	0.0883361921097783	0.666883203476486	9	Armenia	1
#C49A00	0.105488850771871	0.673560393780173	9	Armenia	1
#C49A00	0.122641509433963	0.680230363445511	9	Armenia	1
#C49A00	0.139794168096056	0.686877911128612	9	Armenia	1
#C49A00	0.156946826758149	0.693494676090336	9	Armenia	1
#C49A00	0.174099485420241	0.699995910838494	9	Armenia	1
#C49A00	0.191252144082334	0.706225041531023	9	Armenia	1
#C49A00	0.208404802744426	0.712025874359449	9	Armenia	1
#C49A00	0.225557461406519	0.717101223050726	9	Armenia	1
#C49A00	0.242710120068611	0.721130719282369	9	Armenia	1
#C49A00	0.259862778730704	0.724004913378373	9	Armenia	1
#C49A00	0.277015437392797	0.725746987388167	9	Armenia	1
#C49A00	0.294168096054889	0.726442828904733	9	Armenia	1
#C49A00	0.311320754716982	0.726497933776334	9	Armenia	1
#C49A00	0.328473413379074	0.726434848199191	9	Armenia	1
#C49A00	0.345626072041167	0.726636646039329	9	Armenia	1
#C49A00	0.362778730703259	0.727253440567667	9	Armenia	1
#C49A00	0.379931389365352	0.728177302242582	9	Armenia	1
#C49A00	0.397084048027445	0.728875423960731	9	Armenia	1
#C49A00	0.414236706689537	0.72854251452954	9	Armenia	1
#C49A00	0.43138936535163	0.726618024393064	9	Armenia	1
#C49A00	0.448542024013722	0.722827189260494	9	Armenia	1
#C49A00	0.465694682675815	0.717328863175478	9	Armenia	1
#C49A00	0.482847341337907	0.710556664472481	9	Armenia	1
#C49A00	0.5	0.703183632652228	9	Armenia	1
#C49A00	0.517152658662093	0.696105126869846	9	Armenia	1
#C49A00	0.534305317324185	0.690136319191435	9	Armenia	1
#C49A00	0.551457975986278	0.685754151781543	9	Armenia	1
#C49A00	0.56861063464837	0.683333337767059	9	Armenia	1
#C49A00	0.585763293310463	0.683003468604646	9	Armenia	1
#C49A00	0.602915951972555	0.684444175971822	9	Armenia	1
#C49A00	0.620068610634648	0.687314569731852	9	Armenia	1
#C49A00	0.637221269296741	0.691461876378643	9	Armenia	1
#C49A00	0.654373927958833	0.696783486840939	9	Armenia	1
#C49A00	0.671526586620926	0.70315589019963	9	Armenia	1
#C49A00	0.688679245283018	0.710357526867521	9	Armenia	1
#C49A00	0.705831903945111	0.718053207211838	9	Armenia	1
#C49A00	0.722984562607203	0.725952205530683	9	Armenia	1
#C49A00	0.740137221269296	0.733695390074656	9	Armenia	1
#C49A00	0.757289879931389	0.740996975578623	9	Armenia	1
#C49A00	0.774442538593481	0.747721290048369	9	Armenia	1
#C49A00	0.791595197255574	0.753779025588537	9	Armenia	1
#C49A00	0.808747855917666	0.759045911212828	9	Armenia	1
#C49A00	0.825900514579759	0.763475582822376	9	Armenia	1
#C49A00	0.843053173241851	0.767114024482448	9	Armenia	1
#C49A00	0.860205831903944	0.770130731177421	9	Armenia	1
#C49A00	0.877358490566037	0.772750302763266	9	Armenia	1
#C49A00	0.894511149228129	0.775081048815201	9	Armenia	1
#C49A00	0.911663807890222	0.777231658942041	9	Armenia	1
#C49A00	0.928816466552314	0.779295621408707	9	Armenia	1
#C49A00	0.945969125214407	NA	9	Armenia	1
#FB61D7	0.0540308747855932	0.141539199914507	6	Angola	1
#FB61D7	0.0711835334476857	0.147785432118911	6	Angola	1
#FB61D7	0.0883361921097783	0.154031664323316	6	Angola	1
#FB61D7	0.105488850771871	0.160277516494123	6	Angola	1
#FB61D7	0.122641509433963	0.166515767992984	6	Angola	1
#FB61D7	0.139794168096056	0.172761620163792	6	Angola	1
#FB61D7	0.156946826758149	0.179030654384032	6	Angola	1
#FB61D7	0.174099485420241	0.185330851359245	6	Angola	1
#FB61D7	0.191252144082334	0.191646629711946	6	Angola	1
#FB61D7	0.208404802744426	0.197954807392702	6	Angola	1
#FB61D7	0.225557461406519	0.204270965779	6	Angola	1
#FB61D7	0.242710120068611	0.210626267625815	6	Angola	1
#FB61D7	0.259862778730704	0.216966748162337	6	Angola	1
#FB61D7	0.277015437392797	0.223221721139479	6	Angola	1
#FB61D7	0.294168096054889	0.229267295604535	6	Angola	1
#FB61D7	0.311320754716982	0.234932456438743	6	Angola	1
#FB61D7	0.328473413379074	0.240008185163617	6	Angola	1
#FB61D7	0.345626072041167	0.244377431431202	6	Angola	1
#FB61D7	0.362778730703259	0.248023853796818	6	Angola	1
#FB61D7	0.379931389365352	0.25097709488105	6	Angola	1
#FB61D7	0.397084048027445	0.25335838540142	6	Angola	1
#FB61D7	0.414236706689537	0.255359262290942	6	Angola	1
#FB61D7	0.43138936535163	0.257226367354232	6	Angola	1
#FB61D7	0.448542024013722	0.259091952283134	6	Angola	1
#FB61D7	0.465694682675815	0.26105064544336	6	Angola	1
#FB61D7	0.482847341337907	0.262996037427684	6	Angola	1
#FB61D7	0.5	0.264713409253659	6	Angola	1
#FB61D7	0.517152658662093	0.266075449666203	6	Angola	1
#FB61D7	0.534305317324185	0.267069997590207	6	Angola	1
#FB61D7	0.551457975986278	0.267840325691832	6	Angola	1
#FB61D7	0.56861063464837	0.268622054801376	6	Angola	1
#FB61D7	0.585763293310463	0.269673227731371	6	Angola	1
#FB61D7	0.602915951972555	0.271319533274659	6	Angola	1
#FB61D7	0.620068610634648	0.273869558712207	6	Angola	1
#FB61D7	0.637221269296741	0.277578306587772	6	Angola	1
#FB61D7	0.654373927958833	0.282793507642837	6	Angola	1
#FB61D7	0.671526586620926	0.289815768452826	6	Angola	1
#FB61D7	0.688679245283018	0.298541719879288	6	Angola	1
#FB61D7	0.705831903945111	0.308711418941702	6	Angola	1
#FB61D7	0.722984562607203	0.32000449731759	6	Angola	1
#FB61D7	0.740137221269296	0.331937172237649	6	Angola	1
#FB61D7	0.757289879931389	0.343909750685418	6	Angola	1
#FB61D7	0.774442538593481	0.355418308110947	6	Angola	1
#FB61D7	0.791595197255574	0.366036066784519	6	Angola	1
#FB61D7	0.808747855917666	0.375546027522109	6	Angola	1
#FB61D7	0.825900514579759	0.383877884108223	6	Angola	1
#FB61D7	0.843053173241851	0.391180989746579	6	Angola	1
#FB61D7	0.860205831903944	0.397852099512709	6	Angola	1
#FB61D7	0.877358490566037	0.404273527205445	6	Angola	1
#FB61D7	0.894511149228129	0.410562323172742	6	Angola	1
#FB61D7	0.911663807890222	0.416835917796149	6	Angola	1
#FB61D7	0.928816466552314	0.423156636585614	6	Angola	1
#FB61D7	0.945969125214407	NA	6	Angola	1
#53B400	0.0540308747855932	0.643100700960569	8	Argentina	1
#53B400	0.0711835334476857	0.644993648308473	8	Argentina	1
#53B400	0.0883361921097783	0.646436635877231	8	Argentina	1
#53B400	0.105488850771871	0.647625380969431	8	Argentina	1
#53B400	0.122641509433963	0.648771182265139	8	Argentina	1
#53B400	0.139794168096056	0.650123721837753	8	Argentina	1
#53B400	0.156946826758149	0.651916720349579	8	Argentina	1
#53B400	0.174099485420241	0.654211743243373	8	Argentina	1
#53B400	0.191252144082334	0.657078336667431	8	Argentina	1
#53B400	0.208404802744426	0.660523341226504	8	Argentina	1
#53B400	0.225557461406519	0.664499632754534	8	Argentina	1
#53B400	0.242710120068611	0.668890160903565	8	Argentina	1
#53B400	0.259862778730704	0.673476026321584	8	Argentina	1
#53B400	0.277015437392797	0.678085453822632	8	Argentina	1
#53B400	0.294168096054889	0.682648137191216	8	Argentina	1
#53B400	0.311320754716982	0.687163696393743	8	Argentina	1
#53B400	0.328473413379074	0.691662914151589	8	Argentina	1
#53B400	0.345626072041167	0.696216096680243	8	Argentina	1
#53B400	0.362778730703259	0.700846806062737	8	Argentina	1
#53B400	0.379931389365352	0.705493096822719	8	Argentina	1
#53B400	0.397084048027445	0.710014356529204	8	Argentina	1
#53B400	0.414236706689537	0.714255151440919	8	Argentina	1
#53B400	0.43138936535163	0.718129593964885	8	Argentina	1
#53B400	0.448542024013722	0.721583719330291	8	Argentina	1
#53B400	0.465694682675815	0.724656290964059	8	Argentina	1
#53B400	0.482847341337907	0.727417235048083	8	Argentina	1
#53B400	0.5	0.730022365357232	8	Argentina	1
#53B400	0.517152658662093	0.732650677715814	8	Argentina	1
#53B400	0.534305317324185	0.735426443110131	8	Argentina	1
#53B400	0.551457975986278	0.738412367083724	8	Argentina	1
#53B400	0.56861063464837	0.741624031014086	8	Argentina	1
#53B400	0.585763293310463	0.745046233557324	8	Argentina	1
#53B400	0.602915951972555	0.748569905071028	8	Argentina	1
#53B400	0.620068610634648	0.752117518701359	8	Argentina	1
#53B400	0.637221269296741	0.755649550954203	8	Argentina	1
#53B400	0.654373927958833	0.759158401157614	8	Argentina	1
#53B400	0.671526586620926	0.76262772786691	8	Argentina	1
#53B400	0.688679245283018	0.766072732425984	8	Argentina	1
#53B400	0.705831903945111	0.769486194196485	8	Argentina	1
#53B400	0.722984562607203	0.77286735311122	8	Argentina	1
#53B400	0.740137221269296	0.776209748599035	8	Argentina	1
#53B400	0.757289879931389	0.779505779987987	8	Argentina	1
#53B400	0.774442538593481	0.782763808017212	8	Argentina	1
#53B400	0.791595197255574	0.785968631342822	8	Argentina	1
#53B400	0.808747855917666	0.789105048620929	8	Argentina	1
#53B400	0.825900514579759	0.792157098440446	8	Argentina	1
#53B400	0.843053173241851	0.795117180129426	8	Argentina	1
#53B400	0.860205831903944	0.797976932948735	8	Argentina	1
#53B400	0.877358490566037	0.800743577536717	8	Argentina	1
#53B400	0.894511149228129	0.803416733859774	8	Argentina	1
#53B400	0.911663807890222	0.806035165344828	8	Argentina	1
#53B400	0.928816466552314	0.808614073335768	8	Argentina	1
#53B400	0.945969125214407	NA	8	Argentina	1
#F8766D	0.0540308747855932	NA	4	American Samoa	1
#F8766D	0.0711835334476857	NA	4	American Samoa	1
#F8766D	0.0883361921097783	NA	4	American Samoa	1
#F8766D	0.105488850771871	NA	4	American Samoa	1
#F8766D	0.122641509433963	NA	4	American Samoa	1
#F8766D	0.139794168096056	NA	4	American Samoa	1
#F8766D	0.156946826758149	NA	4	American Samoa	1
#F8766D	0.174099485420241	NA	4	American Samoa	1
#F8766D	0.191252144082334	NA	4	American Samoa	1
#F8766D	0.208404802744426	NA	4	American Samoa	1
#F8766D	0.225557461406519	NA	4	American Samoa	1
#F8766D	0.242710120068611	NA	4	American Samoa	1
#F8766D	0.259862778730704	NA	4	American Samoa	1
#F8766D	0.277015437392797	NA	4	American Samoa	1
#F8766D	0.294168096054889	NA	4	American Samoa	1
#F8766D	0.311320754716982	NA	4	American Samoa	1
#F8766D	0.328473413379074	NA	4	American Samoa	1
#F8766D	0.345626072041167	NA	4	American Samoa	1
#F8766D	0.362778730703259	NA	4	American Samoa	1
#F8766D	0.379931389365352	NA	4	American Samoa	1
#F8766D	0.397084048027445	NA	4	American Samoa	1
#F8766D	0.414236706689537	NA	4	American Samoa	1
#F8766D	0.43138936535163	NA	4	American Samoa	1
#F8766D	0.448542024013722	NA	4	American Samoa	1
#F8766D	0.465694682675815	NA	4	American Samoa	1
#F8766D	0.482847341337907	NA	4	American Samoa	1
#F8766D	0.5	NA	4	American Samoa	1
#F8766D	0.517152658662093	NA	4	American Samoa	1
#F8766D	0.534305317324185	NA	4	American Samoa	1
#F8766D	0.551457975986278	NA	4	American Samoa	1
#F8766D	0.56861063464837	NA	4	American Samoa	1
#F8766D	0.585763293310463	NA	4	American Samoa	1
